[00:57:35]: [Join Announcement] ứng ngọc sơn
[00:58:49]: [Announcement] ứng ngọc sơn   successfully entered game   Completed Achievement [New Beginning]
[02:59:38]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:59:39]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:59:39]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:59:40]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:59:41]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:59:41]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:59:42]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:59:43]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:59:44]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:59:45]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:59:45]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:59:46]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:59:47]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:59:48]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:59:48]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:59:49]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:59:50]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:59:50]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:59:51]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:59:52]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:59:52]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:59:53]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:59:54]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:59:54]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:59:56]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:59:56]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:59:58]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:59:59]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[02:59:59]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:00:00]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:00:01]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:00:02]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:00:02]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:00:03]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:00:03]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:00:04]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:00:05]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:00:06]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:00:07]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:00:08]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:00:08]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:00:10]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:00:10]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:00:11]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:00:12]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:00:13]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:00:13]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:00:14]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:00:15]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:00:15]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:00:16]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:00:17]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:00:17]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:00:18]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:00:19]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:00:19]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:00:20]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:00:21]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:00:21]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:00:22]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:00:23]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:00:23]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:00:24]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:00:25]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:00:25]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:00:26]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:00:27]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:00:27]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:00:28]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:00:29]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:00:29]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:00:30]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:00:31]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:00:32]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:00:32]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:00:33]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:00:33]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:00:34]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:00:35]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:00:35]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:00:36]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:00:36]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:00:37]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:00:38]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:00:38]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:00:39]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:00:41]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:00:41]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:01:06]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:01:07]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:01:07]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:01:08]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:01:09]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:01:09]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:01:10]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:01:11]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:01:12]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:01:13]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:01:14]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:01:14]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:01:15]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:01:16]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:01:16]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:01:17]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:01:18]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:01:19]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:01:19]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:01:20]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:01:21]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:01:21]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:01:22]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:01:22]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:01:23]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:01:24]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:01:24]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:01:25]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:01:26]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:01:26]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:01:27]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:01:28]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:01:28]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:01:29]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:01:30]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:01:30]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:01:31]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:01:32]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:01:33]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:01:34]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:01:34]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:01:35]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:01:36]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:01:37]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:01:37]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:01:38]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:01:39]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:01:39]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:01:40]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:01:41]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:01:41]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:01:42]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:01:43]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:01:45]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:01:46]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:01:47]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:01:47]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:01:48]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:01:49]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:01:50]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:01:50]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:01:51]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:01:51]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:01:52]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:01:53]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:01:53]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:01:54]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:01:55]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:01:55]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:01:56]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:01:56]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:01:57]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:01:58]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:01:58]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:01:59]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:02:00]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:02:00]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:02:01]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:02:02]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:02:02]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:02:03]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:02:04]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:02:05]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:02:05]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:02:06]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:02:06]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:02:07]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:02:08]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:02:08]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:02:09]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:02:10]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:02:10]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:02:11]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:02:12]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:02:12]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:02:13]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:02:14]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:02:15]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:02:15]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:02:16]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
[03:02:16]: [Announcement] Veio da Manga got 1 Achievement point from Yellow Jelly Bean
